Id,ActivityHour,StepTotal,Hora,Dia,FinDeSemana,StepTotal_scaled
1503960366.0,2016-03-18 07:00:00,0.0,7,Friday,0,-0.4322475200801362
1503960366.0,2016-03-18 08:00:00,172.0,8,Friday,0,-0.17238709082075016
1503960366.0,2016-03-18 09:00:00,1952.0,9,Friday,0,2.516866188724059
1503960366.0,2016-03-18 10:00:00,279.0,10,Friday,0,-0.010729730758225121
1503960366.0,2016-03-18 11:00:00,207.0,11,Friday,0,-0.11950851509936346
1503960366.0,2016-03-18 13:00:00,242.0,13,Friday,0,-0.06662993937797677
1503960366.0,2016-03-18 14:00:00,3160.0,14,Friday,0,4.3419324593364905
1503960366.0,2016-03-18 15:00:00,852.0,15,Friday,0,0.8549680946233342
1503960366.0,2016-03-18 16:00:00,270.0,16,Friday,0,-0.024327078800867413
1503960366.0,2016-03-18 17:00:00,24.0,17,Friday,0,-0.39598792529975674
1503960366.0,2016-03-18 18:00:00,444.0,18,Friday,0,0.23855498335688358
1503960366.0,2016-03-18 20:00:00,1445.0,20,Friday,0,1.750882248988543
1503960366.0,2016-03-18 21:00:00,332.0,21,Friday,0,0.06934354104844616
1503960366.0,2016-03-18 22:00:00,13.0,22,Friday,0,-0.412606906240764
1503960366.0,2016-03-18 23:00:00,390.0,23,Friday,0,0.15697089510102982
1503960366.0,2016-03-19 00:00:00,138.0,0,Saturday,1,-0.22375485009295437
1503960366.0,2016-03-19 01:00:00,0.0,1,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-19 02:00:00,0.0,2,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-19 03:00:00,10.0,3,Saturday,1,-0.41713935558831144
1503960366.0,2016-03-19 04:00:00,0.0,4,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-19 05:00:00,0.0,5,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-19 06:00:00,0.0,6,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-19 07:00:00,53.0,7,Saturday,1,-0.35217424827346494
1503960366.0,2016-03-19 08:00:00,538.0,8,Saturday,1,0.38057172958003643
1503960366.0,2016-03-19 09:00:00,3454.0,9,Saturday,1,4.786112495396139
1503960366.0,2016-03-19 10:00:00,2106.0,10,Saturday,1,2.74953192189816
1503960366.0,2016-03-19 11:00:00,1307.0,11,Saturday,1,1.5423895790013613
1503960366.0,2016-03-19 12:00:00,909.0,12,Saturday,1,0.9410846322267353
1503960366.0,2016-03-19 13:00:00,303.0,13,Saturday,1,0.025529864022154326
1503960366.0,2016-03-19 14:00:00,150.0,14,Saturday,1,-0.20562505270276465
1503960366.0,2016-03-19 16:00:00,127.0,16,Saturday,1,-0.24037383103396162
1503960366.0,2016-03-19 17:00:00,198.0,17,Saturday,1,-0.13310586314200576
1503960366.0,2016-03-19 18:00:00,50.0,18,Saturday,1,-0.35670669762101237
1503960366.0,2016-03-19 19:00:00,533.0,19,Saturday,1,0.373017647334124
1503960366.0,2016-03-19 20:00:00,433.0,20,Saturday,1,0.22193600241587633
1503960366.0,2016-03-19 21:00:00,75.0,21,Saturday,1,-0.31893628639145044
1503960366.0,2016-03-19 22:00:00,850.0,22,Saturday,1,0.8519464617249692
1503960366.0,2016-03-19 23:00:00,4067.0,23,Saturday,1,5.712242978744998
1503960366.0,2016-03-20 01:00:00,0.0,1,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-20 02:00:00,0.0,2,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-20 03:00:00,0.0,3,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-20 04:00:00,0.0,4,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-20 05:00:00,0.0,5,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-20 06:00:00,0.0,6,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-20 07:00:00,0.0,7,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-20 08:00:00,0.0,8,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-20 09:00:00,1109.0,9,Sunday,1,1.2432479220632309
1503960366.0,2016-03-20 10:00:00,5000.0,10,Sunday,1,7.121834725832248
1503960366.0,2016-03-20 11:00:00,1117.0,11,Sunday,1,1.2553344536566906
1503960366.0,2016-03-20 13:00:00,343.0,13,Sunday,1,0.08596252198945341
1503960366.0,2016-03-20 14:00:00,578.0,14,Sunday,1,0.4410043875473355
1503960366.0,2016-03-20 15:00:00,876.0,15,Sunday,1,0.8912276894037137
1503960366.0,2016-03-20 16:00:00,1373.0,16,Sunday,1,1.6421034646474046
1503960366.0,2016-03-20 17:00:00,1841.0,17,Sunday,1,2.349165562864804
1503960366.0,2016-03-20 18:00:00,638.0,18,Sunday,1,0.5316533744982841
1503960366.0,2016-03-20 19:00:00,718.0,19,Sunday,1,0.6525186904328822
1503960366.0,2016-03-20 20:00:00,421.0,20,Sunday,1,0.2038062050256866
1503960366.0,2016-03-20 21:00:00,78.0,21,Sunday,1,-0.314403837043903
1503960366.0,2016-03-20 22:00:00,57.0,22,Sunday,1,-0.346130982476735
1503960366.0,2016-03-20 23:00:00,552.0,23,Sunday,1,0.4017231598685911
1503960366.0,2016-03-21 00:00:00,97.0,0,Monday,0,-0.28569832450943594
1503960366.0,2016-03-21 01:00:00,0.0,1,Monday,0,-0.4322475200801362
1503960366.0,2016-03-21 02:00:00,0.0,2,Monday,0,-0.4322475200801362
1503960366.0,2016-03-21 03:00:00,11.0,3,Monday,0,-0.41562853913912895
1503960366.0,2016-03-21 04:00:00,0.0,4,Monday,0,-0.4322475200801362
1503960366.0,2016-03-21 05:00:00,0.0,5,Monday,0,-0.4322475200801362
1503960366.0,2016-03-21 06:00:00,0.0,6,Monday,0,-0.4322475200801362
1503960366.0,2016-03-21 08:00:00,1114.0,8,Monday,0,1.2508020043091432
1503960366.0,2016-03-21 09:00:00,1113.0,9,Monday,0,1.2492911878599606
1503960366.0,2016-03-21 11:00:00,467.0,11,Monday,0,0.27330376168808057
1503960366.0,2016-03-21 12:00:00,1884.0,12,Monday,0,2.4141306701796506
1503960366.0,2016-03-21 13:00:00,184.0,13,Monday,0,-0.15425729343056044
1503960366.0,2016-03-21 14:00:00,298.0,14,Monday,0,0.017975781776241942
1503960366.0,2016-03-21 16:00:00,355.0,16,Monday,0,0.10409231937964313
1503960366.0,2016-03-21 17:00:00,588.0,17,Monday,0,0.4561125520391603
1503960366.0,2016-03-21 18:00:00,1564.0,18,Monday,0,1.9306694064412577
1503960366.0,2016-03-21 19:00:00,396.0,19,Monday,0,0.16603579379612468
1503960366.0,2016-03-21 21:00:00,172.0,21,Monday,0,-0.17238709082075016
1503960366.0,2016-03-21 22:00:00,371.0,22,Monday,0,0.12826538256656275
1503960366.0,2016-03-21 23:00:00,447.0,23,Monday,0,0.243087432704431
1503960366.0,2016-03-22 01:00:00,0.0,1,Tuesday,0,-0.4322475200801362
1503960366.0,2016-03-22 02:00:00,0.0,2,Tuesday,0,-0.4322475200801362
1503960366.0,2016-03-22 03:00:00,0.0,3,Tuesday,0,-0.4322475200801362
1503960366.0,2016-03-22 06:00:00,0.0,6,Tuesday,0,-0.4322475200801362
1503960366.0,2016-03-22 07:00:00,0.0,7,Tuesday,0,-0.4322475200801362
1503960366.0,2016-03-22 08:00:00,34.0,8,Tuesday,0,-0.38087976080793196
1503960366.0,2016-03-22 10:00:00,497.0,10,Tuesday,0,0.31862825516355486
1503960366.0,2016-03-22 11:00:00,296.0,11,Tuesday,0,0.014954148877876987
1503960366.0,2016-03-22 12:00:00,322.0,12,Tuesday,0,0.05423537655662139
1503960366.0,2016-03-22 13:00:00,657.0,13,Tuesday,0,0.5603588870327512
1503960366.0,2016-03-22 14:00:00,1657.0,14,Tuesday,0,2.0711753362152283
1503960366.0,2016-03-22 16:00:00,278.0,16,Tuesday,0,-0.012240547207407599
1503960366.0,2016-03-22 18:00:00,1123.0,18,Tuesday,0,1.2643993523517854
1503960366.0,2016-03-22 19:00:00,1479.0,19,Tuesday,0,1.8022500082607473
1503960366.0,2016-03-22 20:00:00,366.0,20,Tuesday,0,0.12071130032065037
1503960366.0,2016-03-22 21:00:00,349.0,21,Tuesday,0,0.09502742068454827
1503960366.0,2016-03-22 22:00:00,4587.0,22,Tuesday,0,6.497867532319885
1503960366.0,2016-03-22 23:00:00,351.0,23,Tuesday,0,0.09804905358291323
1503960366.0,2016-03-23 00:00:00,14.0,0,Wednesday,0,-0.4110960897915815
1503960366.0,2016-03-23 01:00:00,50.0,1,Wednesday,0,-0.35670669762101237
1503960366.0,2016-03-23 02:00:00,29.0,2,Wednesday,0,-0.3884338430538444
1503960366.0,2016-03-23 04:00:00,0.0,4,Wednesday,0,-0.4322475200801362
1503960366.0,2016-03-23 05:00:00,0.0,5,Wednesday,0,-0.4322475200801362
1503960366.0,2016-03-23 06:00:00,0.0,6,Wednesday,0,-0.4322475200801362
1503960366.0,2016-03-23 07:00:00,82.0,7,Wednesday,0,-0.3083605712471731
1503960366.0,2016-03-23 08:00:00,534.0,8,Wednesday,0,0.3745284637833065
1503960366.0,2016-03-23 09:00:00,1623.0,9,Wednesday,0,2.019807576943024
1503960366.0,2016-03-23 11:00:00,414.0,11,Wednesday,0,0.19323048988140928
1503960366.0,2016-03-23 12:00:00,411.0,12,Wednesday,0,0.18869804053386183
1503960366.0,2016-03-23 13:00:00,1226.0,13,Wednesday,0,1.4200134466175807
1503960366.0,2016-03-23 14:00:00,2674.0,14,Wednesday,0,3.607675665033807
1503960366.0,2016-03-23 15:00:00,236.0,15,Wednesday,0,-0.07569483807307163
1503960366.0,2016-03-23 16:00:00,383.0,16,Wednesday,0,0.1463951799567525
1503960366.0,2016-03-23 18:00:00,325.0,18,Wednesday,0,0.05876782590416882
1503960366.0,2016-03-23 19:00:00,2937.0,19,Wednesday,0,4.005020391168799
1503960366.0,2016-03-23 21:00:00,61.0,21,Wednesday,0,-0.3400877166800051
1503960366.0,2016-03-23 22:00:00,119.0,22,Wednesday,0,-0.25246036262742144
1503960366.0,2016-03-23 23:00:00,413.0,23,Wednesday,0,0.1917196734322268
1503960366.0,2016-03-24 01:00:00,0.0,1,Thursday,0,-0.4322475200801362
1503960366.0,2016-03-24 02:00:00,7.0,2,Thursday,0,-0.4216718049358589
1503960366.0,2016-03-24 03:00:00,8.0,3,Thursday,0,-0.4201609884866764
1503960366.0,2016-03-24 05:00:00,8.0,5,Thursday,0,-0.4201609884866764
1503960366.0,2016-03-24 06:00:00,0.0,6,Thursday,0,-0.4322475200801362
1503960366.0,2016-03-24 07:00:00,29.0,7,Thursday,0,-0.3884338430538444
1503960366.0,2016-03-24 08:00:00,553.0,8,Thursday,0,0.4032339763177736
1503960366.0,2016-03-24 09:00:00,2041.0,9,Thursday,0,2.6513288527012993
1503960366.0,2016-03-24 11:00:00,63.0,11,Thursday,0,-0.33706608378164016
1503960366.0,2016-03-24 12:00:00,1180.0,12,Thursday,0,1.3505158899551866
1503960366.0,2016-03-24 14:00:00,1320.0,14,Thursday,0,1.5620301928407334
1503960366.0,2016-03-24 15:00:00,504.0,15,Thursday,0,0.3292039703078322
1503960366.0,2016-03-24 16:00:00,210.0,16,Thursday,0,-0.11497606575181603
1503960366.0,2016-03-24 17:00:00,526.0,17,Thursday,0,0.3624419321898467
1503960366.0,2016-03-24 18:00:00,66.0,18,Thursday,0,-0.33253363443409273
1503960366.0,2016-03-24 19:00:00,75.0,19,Thursday,0,-0.31893628639145044
1503960366.0,2016-03-24 20:00:00,3858.0,20,Thursday,0,5.39648234086586
1503960366.0,2016-03-24 21:00:00,1090.0,21,Thursday,0,1.2145424095287638
1503960366.0,2016-03-24 22:00:00,185.0,22,Thursday,0,-0.15274647698137797
1503960366.0,2016-03-24 23:00:00,294.0,23,Thursday,0,0.011932515979512033
1503960366.0,2016-03-25 00:00:00,42.0,0,Friday,0,-0.36879322921447216
1503960366.0,2016-03-25 01:00:00,126.0,1,Friday,0,-0.2418846474831441
1503960366.0,2016-03-25 02:00:00,5.0,2,Friday,0,-0.4246934378342238
1503960366.0,2016-03-25 03:00:00,7.0,3,Friday,0,-0.4216718049358589
1503960366.0,2016-03-25 04:00:00,0.0,4,Friday,0,-0.4322475200801362
1503960366.0,2016-03-25 05:00:00,0.0,5,Friday,0,-0.4322475200801362
1503960366.0,2016-03-25 06:00:00,0.0,6,Friday,0,-0.4322475200801362
1503960366.0,2016-03-25 08:00:00,565.0,8,Friday,0,0.4213637737079633
1503960366.0,2016-03-25 09:00:00,1545.0,9,Friday,0,1.9019638939067907
1503960366.0,2016-03-25 10:00:00,309.0,10,Friday,0,0.03459476271724919
1503960366.0,2016-03-25 11:00:00,1226.0,11,Friday,0,1.4200134466175807
1503960366.0,2016-03-25 12:00:00,78.0,12,Friday,0,-0.314403837043903
1503960366.0,2016-03-25 13:00:00,187.0,13,Friday,0,-0.149724844083013
1503960366.0,2016-03-25 14:00:00,419.0,14,Friday,0,0.20078457212732165
1503960366.0,2016-03-25 15:00:00,0.0,15,Friday,0,-0.4322475200801362
1503960366.0,2016-03-25 16:00:00,427.0,16,Friday,0,0.21287110372078147
1503960366.0,2016-03-25 17:00:00,435.0,17,Friday,0,0.2249576353142413
1503960366.0,2016-03-25 19:00:00,135.0,19,Friday,0,-0.2282872994405018
1503960366.0,2016-03-25 20:00:00,2590.0,20,Friday,0,3.480767083302479
1503960366.0,2016-03-25 21:00:00,2390.0,21,Friday,0,3.1786037934659834
1503960366.0,2016-03-25 22:00:00,151.0,22,Friday,0,-0.2041142362535822
1503960366.0,2016-03-25 23:00:00,89.0,23,Friday,0,-0.29778485610289573
1503960366.0,2016-03-26 00:00:00,16.0,0,Saturday,1,-0.4080744568932166
1503960366.0,2016-03-26 01:00:00,179.0,1,Saturday,1,-0.16181137567647283
1503960366.0,2016-03-26 02:00:00,0.0,2,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-26 05:00:00,0.0,5,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-26 06:00:00,0.0,6,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-26 07:00:00,0.0,7,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-26 08:00:00,0.0,8,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-26 09:00:00,69.0,9,Saturday,1,-0.3280011850865453
1503960366.0,2016-03-26 10:00:00,394.0,10,Saturday,1,0.16301416089775972
1503960366.0,2016-03-26 11:00:00,145.0,11,Saturday,1,-0.21317913494867705
1503960366.0,2016-03-26 12:00:00,152.0,12,Saturday,1,-0.2026034198043997
1503960366.0,2016-03-26 14:00:00,759.0,14,Saturday,1,0.7144621648493639
1503960366.0,2016-03-26 15:00:00,828.0,15,Saturday,1,0.8187084998429548
1503960366.0,2016-03-26 16:00:00,5564.0,16,Saturday,1,7.973935203171165
1503960366.0,2016-03-26 18:00:00,3785.0,18,Saturday,1,5.286192740075538
1503960366.0,2016-03-26 19:00:00,323.0,19,Saturday,1,0.055746193005803864
1503960366.0,2016-03-26 20:00:00,207.0,20,Saturday,1,-0.11950851509936346
1503960366.0,2016-03-26 21:00:00,252.0,21,Saturday,1,-0.051521774886152
1503960366.0,2016-03-26 22:00:00,785.0,22,Saturday,1,0.7537433925281082
1503960366.0,2016-03-26 23:00:00,686.0,23,Saturday,1,0.604172564059043
1503960366.0,2016-03-27 00:00:00,57.0,0,Sunday,1,-0.346130982476735
1503960366.0,2016-03-27 02:00:00,0.0,2,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-27 03:00:00,0.0,3,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-27 04:00:00,0.0,4,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-27 05:00:00,0.0,5,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-27 06:00:00,9.0,6,Sunday,1,-0.4186501720374939
1503960366.0,2016-03-27 07:00:00,8.0,7,Sunday,1,-0.4201609884866764
1503960366.0,2016-03-27 08:00:00,0.0,8,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-27 09:00:00,393.0,9,Sunday,1,0.16150334444857725
1503960366.0,2016-03-27 12:00:00,100.0,12,Sunday,1,-0.2811658751618885
1503960366.0,2016-03-27 13:00:00,684.0,13,Sunday,1,0.6011509311606781
1503960366.0,2016-03-27 15:00:00,255.0,15,Sunday,1,-0.04698932553860457
1503960366.0,2016-03-27 16:00:00,99.0,16,Sunday,1,-0.28267669161107095
1503960366.0,2016-03-27 17:00:00,214.0,17,Sunday,1,-0.10893279995508613
1503960366.0,2016-03-27 18:00:00,540.0,18,Sunday,1,0.38359336247840137
1503960366.0,2016-03-27 19:00:00,2887.0,19,Sunday,1,3.9294795687096746
1503960366.0,2016-03-27 21:00:00,461.0,21,Sunday,1,0.2642388629929857
1503960366.0,2016-03-27 23:00:00,163.0,23,Sunday,1,-0.18598443886339244
1503960366.0,2016-03-28 01:00:00,16.0,1,Monday,0,-0.4080744568932166
1503960366.0,2016-03-28 02:00:00,0.0,2,Monday,0,-0.4322475200801362
1503960366.0,2016-03-28 03:00:00,0.0,3,Monday,0,-0.4322475200801362
1503960366.0,2016-03-28 04:00:00,0.0,4,Monday,0,-0.4322475200801362
1503960366.0,2016-03-28 06:00:00,0.0,6,Monday,0,-0.4322475200801362
1503960366.0,2016-03-28 08:00:00,91.0,8,Monday,0,-0.2947632232045308
1503960366.0,2016-03-28 09:00:00,1801.0,9,Monday,0,2.288732904897505
