Id,ActivityHour,StepTotal
1503960366.0,3/14/2016 9:00:00 AM,2832.0
1503960366.0,3/14/2016 10:00:00 AM,43.0
1503960366.0,3/14/2016 11:00:00 AM,
1503960366.0,3/14/2016 12:00:00 PM,181.0
1503960366.0,3/14/2016 1:00:00 PM,12.0
1503960366.0,3/14/2016 2:00:00 PM,44.0
1503960366.0,3/14/2016 3:00:00 PM,205.0
1503960366.0,3/14/2016 4:00:00 PM,152.0
1503960366.0,3/14/2016 5:00:00 PM,226.0
1503960366.0,3/14/2016 6:00:00 PM,516.0
1503960366.0,3/14/2016 7:00:00 PM,559.0
1503960366.0,3/14/2016 8:00:00 PM,1104.0
1503960366.0,3/14/2016 9:00:00 PM,252.0
1503960366.0,3/14/2016 10:00:00 PM,0.0
1503960366.0,3/14/2016 11:00:00 PM,3305.0
1503960366.0,3/15/2016 12:00:00 AM,33.0
1503960366.0,3/15/2016 1:00:00 AM,20.0
1503960366.0,3/15/2016 2:00:00 AM,60.0
1503960366.0,,0.0
1503960366.0,,7.0
1503960366.0,3/15/2016 5:00:00 AM,0.0
1503960366.0,3/15/2016 6:00:00 AM,4.0
1503960366.0,3/15/2016 7:00:00 AM,11.0
1503960366.0,3/15/2016 8:00:00 AM,470.0
1503960366.0,3/15/2016 9:00:00 AM,1967.0
1503960366.0,3/15/2016 10:00:00 AM,729.0
1503960366.0,3/15/2016 11:00:00 AM,
1503960366.0,3/15/2016 12:00:00 PM,1787.0
1503960366.0,3/15/2016 1:00:00 PM,333.0
1503960366.0,3/15/2016 2:00:00 PM,980.0
1503960366.0,3/15/2016 3:00:00 PM,371.0
1503960366.0,3/15/2016 4:00:00 PM,605.0
1503960366.0,3/15/2016 5:00:00 PM,
1503960366.0,3/15/2016 6:00:00 PM,467.0
1503960366.0,3/15/2016 7:00:00 PM,282.0
1503960366.0,3/15/2016 8:00:00 PM,3319.0
1503960366.0,3/15/2016 9:00:00 PM,1558.0
1503960366.0,3/15/2016 10:00:00 PM,786.0
1503960366.0,3/15/2016 11:00:00 PM,313.0
1503960366.0,3/16/2016 12:00:00 AM,0.0
1503960366.0,3/16/2016 1:00:00 AM,0.0
1503960366.0,3/16/2016 2:00:00 AM,4.0
1503960366.0,3/16/2016 3:00:00 AM,0.0
1503960366.0,,0.0
1503960366.0,3/16/2016 5:00:00 AM,0.0
1503960366.0,3/16/2016 6:00:00 AM,0.0
1503960366.0,3/16/2016 7:00:00 AM,70.0
1503960366.0,3/16/2016 8:00:00 AM,490.0
,3/16/2016 9:00:00 AM,1513.0
1503960366.0,3/16/2016 10:00:00 AM,224.0
1503960366.0,3/16/2016 11:00:00 AM,874.0
1503960366.0,3/16/2016 12:00:00 PM,1451.0
1503960366.0,3/16/2016 1:00:00 PM,329.0
1503960366.0,3/16/2016 2:00:00 PM,61.0
1503960366.0,3/16/2016 3:00:00 PM,456.0
1503960366.0,3/16/2016 4:00:00 PM,775.0
,3/16/2016 5:00:00 PM,1446.0
1503960366.0,3/16/2016 6:00:00 PM,2407.0
1503960366.0,3/16/2016 7:00:00 PM,103.0
1503960366.0,3/16/2016 8:00:00 PM,447.0
1503960366.0,3/16/2016 9:00:00 PM,2120.0
1503960366.0,3/16/2016 10:00:00 PM,273.0
1503960366.0,3/16/2016 11:00:00 PM,455.0
1503960366.0,3/17/2016 12:00:00 AM,263.0
1503960366.0,3/17/2016 1:00:00 AM,23.0
1503960366.0,3/17/2016 2:00:00 AM,7.0
1503960366.0,3/17/2016 3:00:00 AM,0.0
1503960366.0,3/17/2016 4:00:00 AM,0.0
1503960366.0,3/17/2016 5:00:00 AM,0.0
1503960366.0,3/17/2016 6:00:00 AM,0.0
1503960366.0,3/17/2016 7:00:00 AM,6.0
1503960366.0,3/17/2016 8:00:00 AM,210.0
1503960366.0,,1530.0
1503960366.0,3/17/2016 10:00:00 AM,124.0
1503960366.0,3/17/2016 11:00:00 AM,1803.0
1503960366.0,3/17/2016 12:00:00 PM,113.0
1503960366.0,3/17/2016 1:00:00 PM,1124.0
1503960366.0,3/17/2016 2:00:00 PM,1160.0
,3/17/2016 3:00:00 PM,409.0
1503960366.0,3/17/2016 4:00:00 PM,631.0
1503960366.0,3/17/2016 5:00:00 PM,203.0
1503960366.0,3/17/2016 6:00:00 PM,396.0
1503960366.0,3/17/2016 7:00:00 PM,2165.0
1503960366.0,3/17/2016 8:00:00 PM,147.0
1503960366.0,3/17/2016 9:00:00 PM,2016.0
1503960366.0,3/17/2016 10:00:00 PM,521.0
1503960366.0,3/17/2016 11:00:00 PM,1176.0
1503960366.0,3/18/2016 12:00:00 AM,389.0
1503960366.0,3/18/2016 1:00:00 AM,112.0
1503960366.0,3/18/2016 2:00:00 AM,0.0
1503960366.0,3/18/2016 3:00:00 AM,0.0
1503960366.0,3/18/2016 4:00:00 AM,0.0
1503960366.0,3/18/2016 5:00:00 AM,4.0
1503960366.0,3/18/2016 6:00:00 AM,19.0
1503960366.0,3/18/2016 7:00:00 AM,0.0
1503960366.0,3/18/2016 8:00:00 AM,172.0
1503960366.0,3/18/2016 9:00:00 AM,1952.0
1503960366.0,3/18/2016 10:00:00 AM,279.0
1503960366.0,3/18/2016 11:00:00 AM,207.0
1503960366.0,3/18/2016 12:00:00 PM,
1503960366.0,3/18/2016 1:00:00 PM,242.0
1503960366.0,3/18/2016 2:00:00 PM,3160.0
1503960366.0,3/18/2016 3:00:00 PM,852.0
1503960366.0,3/18/2016 4:00:00 PM,270.0
1503960366.0,3/18/2016 5:00:00 PM,24.0
1503960366.0,3/18/2016 6:00:00 PM,444.0
1503960366.0,3/18/2016 7:00:00 PM,4093.0
1503960366.0,3/18/2016 8:00:00 PM,1445.0
1503960366.0,,332.0
1503960366.0,3/18/2016 10:00:00 PM,
1503960366.0,3/18/2016 11:00:00 PM,390.0
1503960366.0,3/19/2016 12:00:00 AM,138.0
1503960366.0,3/19/2016 1:00:00 AM,0.0
1503960366.0,3/19/2016 2:00:00 AM,0.0
1503960366.0,3/19/2016 3:00:00 AM,10.0
1503960366.0,3/19/2016 4:00:00 AM,0.0
1503960366.0,3/19/2016 5:00:00 AM,0.0
1503960366.0,3/19/2016 6:00:00 AM,0.0
1503960366.0,3/19/2016 7:00:00 AM,53.0
1503960366.0,3/19/2016 8:00:00 AM,538.0
1503960366.0,3/19/2016 9:00:00 AM,3454.0
,3/19/2016 10:00:00 AM,2106.0
1503960366.0,3/19/2016 11:00:00 AM,1307.0
1503960366.0,3/19/2016 12:00:00 PM,
1503960366.0,3/19/2016 1:00:00 PM,303.0
1503960366.0,3/19/2016 2:00:00 PM,150.0
1503960366.0,3/19/2016 3:00:00 PM,123.0
1503960366.0,,127.0
1503960366.0,3/19/2016 5:00:00 PM,198.0
1503960366.0,3/19/2016 6:00:00 PM,50.0
1503960366.0,3/19/2016 7:00:00 PM,533.0
1503960366.0,3/19/2016 8:00:00 PM,433.0
1503960366.0,3/19/2016 9:00:00 PM,75.0
1503960366.0,3/19/2016 10:00:00 PM,850.0
1503960366.0,3/19/2016 11:00:00 PM,4067.0
1503960366.0,3/20/2016 12:00:00 AM,115.0
1503960366.0,3/20/2016 1:00:00 AM,0.0
1503960366.0,3/20/2016 2:00:00 AM,0.0
1503960366.0,3/20/2016 3:00:00 AM,0.0
1503960366.0,3/20/2016 4:00:00 AM,0.0
,3/20/2016 5:00:00 AM,0.0
1503960366.0,3/20/2016 6:00:00 AM,0.0
1503960366.0,3/20/2016 7:00:00 AM,0.0
1503960366.0,3/20/2016 8:00:00 AM,0.0
1503960366.0,3/20/2016 9:00:00 AM,1109.0
1503960366.0,3/20/2016 10:00:00 AM,5000.0
1503960366.0,3/20/2016 11:00:00 AM,1117.0
1503960366.0,3/20/2016 12:00:00 PM,312.0
1503960366.0,3/20/2016 1:00:00 PM,343.0
1503960366.0,3/20/2016 2:00:00 PM,578.0
1503960366.0,3/20/2016 3:00:00 PM,876.0
1503960366.0,3/20/2016 4:00:00 PM,1373.0
1503960366.0,3/20/2016 5:00:00 PM,1841.0
1503960366.0,3/20/2016 6:00:00 PM,638.0
1503960366.0,3/20/2016 7:00:00 PM,718.0
1503960366.0,3/20/2016 8:00:00 PM,421.0
1503960366.0,3/20/2016 9:00:00 PM,78.0
1503960366.0,3/20/2016 10:00:00 PM,57.0
1503960366.0,3/20/2016 11:00:00 PM,552.0
1503960366.0,3/21/2016 12:00:00 AM,97.0
1503960366.0,3/21/2016 1:00:00 AM,0.0
1503960366.0,3/21/2016 2:00:00 AM,0.0
1503960366.0,3/21/2016 3:00:00 AM,11.0
1503960366.0,3/21/2016 4:00:00 AM,0.0
1503960366.0,3/21/2016 5:00:00 AM,0.0
1503960366.0,3/21/2016 6:00:00 AM,0.0
1503960366.0,3/21/2016 7:00:00 AM,55.0
,3/21/2016 8:00:00 AM,1114.0
1503960366.0,3/21/2016 9:00:00 AM,1113.0
1503960366.0,3/21/2016 10:00:00 AM,308.0
1503960366.0,3/21/2016 11:00:00 AM,467.0
1503960366.0,3/21/2016 12:00:00 PM,1884.0
1503960366.0,3/21/2016 1:00:00 PM,184.0
1503960366.0,3/21/2016 2:00:00 PM,298.0
1503960366.0,3/21/2016 3:00:00 PM,497.0
1503960366.0,3/21/2016 4:00:00 PM,355.0
1503960366.0,3/21/2016 5:00:00 PM,588.0
1503960366.0,3/21/2016 6:00:00 PM,1564.0
1503960366.0,3/21/2016 7:00:00 PM,396.0
1503960366.0,3/21/2016 8:00:00 PM,99.0
1503960366.0,3/21/2016 9:00:00 PM,172.0
1503960366.0,3/21/2016 10:00:00 PM,371.0
1503960366.0,3/21/2016 11:00:00 PM,447.0
1503960366.0,3/22/2016 12:00:00 AM,0.0
1503960366.0,3/22/2016 1:00:00 AM,0.0
1503960366.0,3/22/2016 2:00:00 AM,0.0
,3/22/2016 3:00:00 AM,0.0
1503960366.0,,0.0
1503960366.0,3/22/2016 5:00:00 AM,0.0
1503960366.0,3/22/2016 6:00:00 AM,0.0
1503960366.0,3/22/2016 7:00:00 AM,0.0
1503960366.0,3/22/2016 8:00:00 AM,34.0
1503960366.0,3/22/2016 9:00:00 AM,
1503960366.0,3/22/2016 10:00:00 AM,497.0
1503960366.0,3/22/2016 11:00:00 AM,
,3/22/2016 12:00:00 PM,322.0
1503960366.0,3/22/2016 1:00:00 PM,657.0
1503960366.0,3/22/2016 2:00:00 PM,1657.0
1503960366.0,3/22/2016 3:00:00 PM,455.0
1503960366.0,3/22/2016 4:00:00 PM,278.0
1503960366.0,3/22/2016 5:00:00 PM,953.0
,3/22/2016 6:00:00 PM,1123.0
1503960366.0,3/22/2016 7:00:00 PM,1479.0
1503960366.0,3/22/2016 8:00:00 PM,366.0
1503960366.0,3/22/2016 9:00:00 PM,349.0
1503960366.0,3/22/2016 10:00:00 PM,4587.0
1503960366.0,3/22/2016 11:00:00 PM,351.0
1503960366.0,3/23/2016 12:00:00 AM,14.0
1503960366.0,3/23/2016 1:00:00 AM,50.0
1503960366.0,3/23/2016 2:00:00 AM,
1503960366.0,3/23/2016 3:00:00 AM,0.0
1503960366.0,3/23/2016 4:00:00 AM,0.0
1503960366.0,3/23/2016 5:00:00 AM,0.0
1503960366.0,3/23/2016 6:00:00 AM,0.0
1503960366.0,3/23/2016 7:00:00 AM,82.0
1503960366.0,3/23/2016 8:00:00 AM,534.0
1503960366.0,3/23/2016 9:00:00 AM,1623.0
1503960366.0,,504.0
1503960366.0,3/23/2016 11:00:00 AM,
1503960366.0,,411.0
,3/23/2016 1:00:00 PM,1226.0
1503960366.0,3/23/2016 2:00:00 PM,2674.0
1503960366.0,3/23/2016 3:00:00 PM,236.0
,3/23/2016 4:00:00 PM,383.0
1503960366.0,3/23/2016 5:00:00 PM,
1503960366.0,3/23/2016 6:00:00 PM,325.0
1503960366.0,3/23/2016 7:00:00 PM,2937.0
1503960366.0,3/23/2016 8:00:00 PM,1086.0
1503960366.0,3/23/2016 9:00:00 PM,61.0
1503960366.0,3/23/2016 10:00:00 PM,119.0
1503960366.0,3/23/2016 11:00:00 PM,413.0
1503960366.0,3/24/2016 12:00:00 AM,311.0
1503960366.0,3/24/2016 1:00:00 AM,
1503960366.0,,7.0
1503960366.0,3/24/2016 3:00:00 AM,8.0
1503960366.0,3/24/2016 4:00:00 AM,0.0
1503960366.0,3/24/2016 5:00:00 AM,8.0
1503960366.0,,0.0
1503960366.0,3/24/2016 7:00:00 AM,29.0
1503960366.0,3/24/2016 8:00:00 AM,553.0
1503960366.0,3/24/2016 9:00:00 AM,2041.0
1503960366.0,3/24/2016 10:00:00 AM,90.0
1503960366.0,3/24/2016 11:00:00 AM,63.0
1503960366.0,3/24/2016 12:00:00 PM,1180.0
1503960366.0,3/24/2016 1:00:00 PM,770.0
1503960366.0,3/24/2016 2:00:00 PM,1320.0
1503960366.0,3/24/2016 3:00:00 PM,504.0
1503960366.0,3/24/2016 4:00:00 PM,210.0
,3/24/2016 5:00:00 PM,526.0
1503960366.0,3/24/2016 6:00:00 PM,66.0
1503960366.0,3/24/2016 7:00:00 PM,75.0
1503960366.0,,3858.0
1503960366.0,3/24/2016 9:00:00 PM,1090.0
1503960366.0,3/24/2016 10:00:00 PM,185.0
1503960366.0,3/24/2016 11:00:00 PM,294.0
1503960366.0,3/25/2016 12:00:00 AM,42.0
1503960366.0,3/25/2016 1:00:00 AM,126.0
1503960366.0,3/25/2016 2:00:00 AM,5.0
1503960366.0,3/25/2016 3:00:00 AM,7.0
1503960366.0,3/25/2016 4:00:00 AM,
1503960366.0,3/25/2016 5:00:00 AM,0.0
1503960366.0,3/25/2016 6:00:00 AM,0.0
1503960366.0,3/25/2016 7:00:00 AM,40.0
1503960366.0,,565.0
1503960366.0,3/25/2016 9:00:00 AM,1545.0
1503960366.0,3/25/2016 10:00:00 AM,309.0
1503960366.0,3/25/2016 11:00:00 AM,1226.0
1503960366.0,3/25/2016 12:00:00 PM,78.0
1503960366.0,3/25/2016 1:00:00 PM,187.0
1503960366.0,3/25/2016 2:00:00 PM,419.0
1503960366.0,3/25/2016 3:00:00 PM,0.0
1503960366.0,3/25/2016 4:00:00 PM,427.0
1503960366.0,3/25/2016 5:00:00 PM,435.0
1503960366.0,,238.0
1503960366.0,3/25/2016 7:00:00 PM,
1503960366.0,3/25/2016 8:00:00 PM,2590.0
1503960366.0,3/25/2016 9:00:00 PM,2390.0
1503960366.0,3/25/2016 10:00:00 PM,151.0
1503960366.0,3/25/2016 11:00:00 PM,89.0
1503960366.0,3/26/2016 12:00:00 AM,16.0
1503960366.0,3/26/2016 1:00:00 AM,179.0
1503960366.0,3/26/2016 2:00:00 AM,
1503960366.0,3/26/2016 3:00:00 AM,19.0
1503960366.0,3/26/2016 4:00:00 AM,0.0
1503960366.0,3/26/2016 5:00:00 AM,0.0
1503960366.0,3/26/2016 6:00:00 AM,0.0
1503960366.0,3/26/2016 7:00:00 AM,0.0
1503960366.0,3/26/2016 8:00:00 AM,0.0
1503960366.0,3/26/2016 9:00:00 AM,69.0
1503960366.0,3/26/2016 10:00:00 AM,394.0
1503960366.0,3/26/2016 11:00:00 AM,145.0
1503960366.0,3/26/2016 12:00:00 PM,152.0
1503960366.0,3/26/2016 1:00:00 PM,393.0
1503960366.0,3/26/2016 2:00:00 PM,759.0
1503960366.0,3/26/2016 3:00:00 PM,828.0
1503960366.0,3/26/2016 4:00:00 PM,5564.0
1503960366.0,3/26/2016 5:00:00 PM,3053.0
1503960366.0,3/26/2016 6:00:00 PM,3785.0
1503960366.0,3/26/2016 7:00:00 PM,323.0
1503960366.0,3/26/2016 8:00:00 PM,207.0
1503960366.0,3/26/2016 9:00:00 PM,252.0
1503960366.0,3/26/2016 10:00:00 PM,785.0
1503960366.0,3/26/2016 11:00:00 PM,686.0
1503960366.0,,57.0
,3/27/2016 1:00:00 AM,121.0
,3/27/2016 2:00:00 AM,0.0
1503960366.0,3/27/2016 3:00:00 AM,0.0
1503960366.0,3/27/2016 4:00:00 AM,0.0
1503960366.0,3/27/2016 5:00:00 AM,0.0
1503960366.0,3/27/2016 6:00:00 AM,9.0
1503960366.0,3/27/2016 7:00:00 AM,8.0
1503960366.0,3/27/2016 8:00:00 AM,0.0
1503960366.0,3/27/2016 9:00:00 AM,393.0
1503960366.0,3/27/2016 10:00:00 AM,5033.0
1503960366.0,3/27/2016 11:00:00 AM,321.0
1503960366.0,3/27/2016 12:00:00 PM,100.0
1503960366.0,3/27/2016 1:00:00 PM,684.0
1503960366.0,,
1503960366.0,3/27/2016 3:00:00 PM,255.0
1503960366.0,3/27/2016 4:00:00 PM,
1503960366.0,3/27/2016 5:00:00 PM,214.0
1503960366.0,3/27/2016 6:00:00 PM,540.0
1503960366.0,3/27/2016 7:00:00 PM,2887.0
1503960366.0,3/27/2016 8:00:00 PM,372.0
1503960366.0,3/27/2016 9:00:00 PM,461.0
1503960366.0,3/27/2016 10:00:00 PM,367.0
1503960366.0,3/27/2016 11:00:00 PM,163.0
1503960366.0,3/28/2016 12:00:00 AM,152.0
1503960366.0,3/28/2016 1:00:00 AM,16.0
1503960366.0,3/28/2016 2:00:00 AM,0.0
1503960366.0,3/28/2016 3:00:00 AM,0.0
,3/28/2016 4:00:00 AM,0.0
1503960366.0,3/28/2016 5:00:00 AM,0.0
1503960366.0,3/28/2016 6:00:00 AM,0.0
1503960366.0,3/28/2016 7:00:00 AM,0.0
1503960366.0,3/28/2016 8:00:00 AM,91.0
1503960366.0,3/28/2016 9:00:00 AM,1801.0
1503960366.0,3/28/2016 10:00:00 AM,209.0
1503960366.0,3/28/2016 11:00:00 AM,242.0
1503960366.0,3/28/2016 12:00:00 PM,198.0
1503960366.0,3/28/2016 1:00:00 PM,3422.0
1503960366.0,3/28/2016 2:00:00 PM,1116.0
1503960366.0,3/28/2016 3:00:00 PM,281.0
1503960366.0,3/28/2016 4:00:00 PM,228.0
1503960366.0,3/28/2016 5:00:00 PM,135.0
1503960366.0,3/28/2016 6:00:00 PM,
1503960366.0,3/28/2016 7:00:00 PM,3298.0
1503960366.0,3/28/2016 8:00:00 PM,872.0
1503960366.0,3/28/2016 9:00:00 PM,
1503960366.0,3/28/2016 10:00:00 PM,196.0
1503960366.0,3/28/2016 11:00:00 PM,641.0
1503960366.0,3/29/2016 12:00:00 AM,0.0
1503960366.0,3/29/2016 1:00:00 AM,242.0
,3/29/2016 2:00:00 AM,15.0
1503960366.0,3/29/2016 3:00:00 AM,0.0
1503960366.0,3/29/2016 4:00:00 AM,0.0
1503960366.0,3/29/2016 5:00:00 AM,
1503960366.0,3/29/2016 6:00:00 AM,21.0
1503960366.0,3/29/2016 7:00:00 AM,53.0
1503960366.0,3/29/2016 8:00:00 AM,185.0
,3/29/2016 9:00:00 AM,1580.0
1503960366.0,3/29/2016 10:00:00 AM,446.0
1503960366.0,3/29/2016 11:00:00 AM,869.0
1503960366.0,3/29/2016 12:00:00 PM,147.0
1503960366.0,3/29/2016 1:00:00 PM,1158.0
1503960366.0,3/29/2016 2:00:00 PM,243.0
1503960366.0,3/29/2016 3:00:00 PM,413.0
1503960366.0,3/29/2016 4:00:00 PM,348.0
1503960366.0,3/29/2016 5:00:00 PM,288.0
1503960366.0,3/29/2016 6:00:00 PM,535.0
1503960366.0,3/29/2016 7:00:00 PM,198.0
1503960366.0,3/29/2016 8:00:00 PM,3559.0
1503960366.0,3/29/2016 9:00:00 PM,1034.0
1503960366.0,3/29/2016 10:00:00 PM,0.0
1503960366.0,3/29/2016 11:00:00 PM,701.0
1503960366.0,3/30/2016 12:00:00 AM,0.0
1503960366.0,3/30/2016 1:00:00 AM,0.0
,3/30/2016 2:00:00 AM,0.0
1503960366.0,3/30/2016 3:00:00 AM,0.0
1503960366.0,3/30/2016 4:00:00 AM,0.0
1503960366.0,3/30/2016 5:00:00 AM,0.0
1503960366.0,3/30/2016 6:00:00 AM,0.0
1503960366.0,3/30/2016 7:00:00 AM,0.0
1503960366.0,3/30/2016 8:00:00 AM,
1503960366.0,3/30/2016 9:00:00 AM,1379.0
1503960366.0,3/30/2016 10:00:00 AM,
1503960366.0,3/30/2016 11:00:00 AM,475.0
1503960366.0,3/30/2016 12:00:00 PM,1979.0
1503960366.0,3/30/2016 1:00:00 PM,26.0
1503960366.0,3/30/2016 2:00:00 PM,443.0
1503960366.0,3/30/2016 3:00:00 PM,209.0
1503960366.0,3/30/2016 4:00:00 PM,67.0
1503960366.0,3/30/2016 5:00:00 PM,35.0
1503960366.0,3/30/2016 6:00:00 PM,2696.0
1503960366.0,3/30/2016 7:00:00 PM,1299.0
1503960366.0,3/30/2016 8:00:00 PM,996.0
1503960366.0,3/30/2016 9:00:00 PM,570.0
1503960366.0,3/30/2016 10:00:00 PM,38.0
1503960366.0,3/30/2016 11:00:00 PM,510.0
1503960366.0,3/31/2016 12:00:00 AM,154.0
1503960366.0,3/31/2016 1:00:00 AM,0.0
1503960366.0,3/31/2016 2:00:00 AM,
1503960366.0,3/31/2016 3:00:00 AM,0.0
1503960366.0,3/31/2016 4:00:00 AM,0.0
1503960366.0,3/31/2016 5:00:00 AM,0.0
1503960366.0,,0.0
1503960366.0,3/31/2016 7:00:00 AM,34.0
,3/31/2016 8:00:00 AM,164.0
1503960366.0,3/31/2016 9:00:00 AM,1539.0
1503960366.0,3/31/2016 10:00:00 AM,314.0
1503960366.0,3/31/2016 11:00:00 AM,119.0
1503960366.0,3/31/2016 12:00:00 PM,358.0
1503960366.0,3/31/2016 1:00:00 PM,460.0
1503960366.0,3/31/2016 2:00:00 PM,796.0
1503960366.0,3/31/2016 3:00:00 PM,988.0
1503960366.0,3/31/2016 4:00:00 PM,135.0
1503960366.0,3/31/2016 5:00:00 PM,145.0
1503960366.0,3/31/2016 6:00:00 PM,198.0
1503960366.0,3/31/2016 7:00:00 PM,231.0
1503960366.0,3/31/2016 8:00:00 PM,1497.0
,3/31/2016 9:00:00 PM,1011.0
1503960366.0,3/31/2016 10:00:00 PM,307.0
1503960366.0,3/31/2016 11:00:00 PM,3617.0
1503960366.0,4/1/2016 12:00:00 AM,82.0
1503960366.0,4/1/2016 1:00:00 AM,7.0
1503960366.0,4/1/2016 2:00:00 AM,41.0
1503960366.0,4/1/2016 3:00:00 AM,106.0
1503960366.0,4/1/2016 4:00:00 AM,0.0
1503960366.0,4/1/2016 5:00:00 AM,0.0
1503960366.0,4/1/2016 6:00:00 AM,0.0
1503960366.0,4/1/2016 7:00:00 AM,43.0
1503960366.0,4/1/2016 8:00:00 AM,251.0
1503960366.0,4/1/2016 9:00:00 AM,194.0
1503960366.0,4/1/2016 10:00:00 AM,
1503960366.0,4/1/2016 11:00:00 AM,30.0
1503960366.0,4/1/2016 12:00:00 PM,33.0
1503960366.0,4/1/2016 1:00:00 PM,33.0
1503960366.0,4/1/2016 2:00:00 PM,176.0
1503960366.0,4/1/2016 3:00:00 PM,152.0
1503960366.0,4/1/2016 4:00:00 PM,343.0
1503960366.0,4/1/2016 5:00:00 PM,20.0
1503960366.0,4/1/2016 6:00:00 PM,109.0
1503960366.0,4/1/2016 7:00:00 PM,17.0
1503960366.0,4/1/2016 8:00:00 PM,2534.0
1503960366.0,4/1/2016 9:00:00 PM,2861.0
1503960366.0,4/1/2016 10:00:00 PM,3804.0
1503960366.0,4/1/2016 11:00:00 PM,1268.0
1503960366.0,4/2/2016 12:00:00 AM,388.0
1503960366.0,4/2/2016 1:00:00 AM,0.0
1503960366.0,4/2/2016 2:00:00 AM,0.0
1503960366.0,4/2/2016 3:00:00 AM,168.0
1503960366.0,4/2/2016 4:00:00 AM,0.0
1503960366.0,4/2/2016 5:00:00 AM,8.0
1503960366.0,4/2/2016 6:00:00 AM,0.0
1503960366.0,4/2/2016 7:00:00 AM,66.0
1503960366.0,4/2/2016 8:00:00 AM,26.0
1503960366.0,4/2/2016 9:00:00 AM,95.0
1503960366.0,4/2/2016 10:00:00 AM,53.0
1503960366.0,4/2/2016 11:00:00 AM,311.0
1503960366.0,,23.0
1503960366.0,4/2/2016 1:00:00 PM,486.0
1503960366.0,4/2/2016 2:00:00 PM,92.0
1503960366.0,,274.0
1503960366.0,4/2/2016 4:00:00 PM,675.0
1503960366.0,4/2/2016 5:00:00 PM,247.0
1503960366.0,4/2/2016 6:00:00 PM,111.0
1503960366.0,4/2/2016 7:00:00 PM,3545.0
1503960366.0,4/2/2016 8:00:00 PM,1840.0
1503960366.0,4/2/2016 9:00:00 PM,525.0
1503960366.0,4/2/2016 10:00:00 PM,773.0
1503960366.0,4/2/2016 11:00:00 PM,1542.0
1503960366.0,4/3/2016 12:00:00 AM,256.0
1503960366.0,4/3/2016 1:00:00 AM,11.0
1503960366.0,4/3/2016 2:00:00 AM,91.0
1503960366.0,4/3/2016 3:00:00 AM,41.0
